"cat01_code","(F002-02-2-006)全国農業地域・都道府県_ふるい目幅","cat02_code","(F002-02-1-010)被害面積及び被害量","unit","value"
"027","(都道府県)_新潟","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"027","(都道府県)_新潟","021","虫害_カメムシ_被害面積","ha","7600"
"027","(都道府県)_新潟","022","虫害_カメムシ_被害量","ｔ","610"
"027","(都道府県)_新潟","023","虫害_カメムシ_被害率_実数","％","0.1"
"027","(都道府県)_新潟","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"028","(都道府県)_富山","001","気象被害_冷害_被害面積","ha","－"
"028","(都道府県)_富山","002","気象被害_冷害_被害量","ｔ","－"
"028","(都道府県)_富山","003","気象被害_冷害_被害率_実数","％","－"
"028","(都道府県)_富山","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"028","(都道府県)_富山","005","気象被害_日照不足_被害面積","ha","37100"
"028","(都道府県)_富山","006","気象被害_日照不足_被害量","ｔ","740"
"028","(都道府県)_富山","007","気象被害_日照不足_被害率_実数","％","0.4"
"028","(都道府県)_富山","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"028","(都道府県)_富山","009","気象被害_高温障害_被害面積","ha","37100"
"028","(都道府県)_富山","010","気象被害_高温障害_被害量","ｔ","1860"
"028","(都道府県)_富山","011","気象被害_高温障害_被害率_実数","％","0.9"
"028","(都道府県)_富山","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.6"
"028","(都道府県)_富山","013","病害_いもち病_被害面積","ha","1000"
"028","(都道府県)_富山","014","病害_いもち病_被害量","ｔ","43"
"028","(都道府県)_富山","015","病害_いもち病_被害率_実数","％","0.0"
"028","(都道府県)_富山","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"028","(都道府県)_富山","017","虫害_ウンカ_被害面積","ha","275"
"028","(都道府県)_富山","018","虫害_ウンカ_被害量","ｔ","2"
"028","(都道府県)_富山","019","虫害_ウンカ_被害率_実数","％","0.0"
"028","(都道府県)_富山","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"028","(都道府県)_富山","021","虫害_カメムシ_被害面積","ha","1240"
"028","(都道府県)_富山","022","虫害_カメムシ_被害量","ｔ","75"
"028","(都道府県)_富山","023","虫害_カメムシ_被害率_実数","％","0.0"
"028","(都道府県)_富山","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"029","(都道府県)_石川","001","気象被害_冷害_被害面積","ha","－"
"029","(都道府県)_石川","002","気象被害_冷害_被害量","ｔ","－"
"029","(都道府県)_石川","003","気象被害_冷害_被害率_実数","％","－"
"029","(都道府県)_石川","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"029","(都道府県)_石川","005","気象被害_日照不足_被害面積","ha","24800"
"029","(都道府県)_石川","006","気象被害_日照不足_被害量","ｔ","1250"
"029","(都道府県)_石川","007","気象被害_日照不足_被害率_実数","％","1.0"
"029","(都道府県)_石川","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.8"
"029","(都道府県)_石川","009","気象被害_高温障害_被害面積","ha","1500"
"029","(都道府県)_石川","010","気象被害_高温障害_被害量","ｔ","150"
"029","(都道府県)_石川","011","気象被害_高温障害_被害率_実数","％","0.1"
"029","(都道府県)_石川","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.9"
"029","(都道府県)_石川","013","病害_いもち病_被害面積","ha","460"
"029","(都道府県)_石川","014","病害_いもち病_被害量","ｔ","46"
"029","(都道府県)_石川","015","病害_いもち病_被害率_実数","％","0.0"
"029","(都道府県)_石川","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"029","(都道府県)_石川","017","虫害_ウンカ_被害面積","ha","50"
"029","(都道府県)_石川","018","虫害_ウンカ_被害量","ｔ","1"
"029","(都道府県)_石川","019","虫害_ウンカ_被害率_実数","％","0.0"
"029","(都道府県)_石川","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"029","(都道府県)_石川","021","虫害_カメムシ_被害面積","ha","500"
"029","(都道府県)_石川","022","虫害_カメムシ_被害量","ｔ","15"
"029","(都道府県)_石川","023","虫害_カメムシ_被害率_実数","％","0.0"
"029","(都道府県)_石川","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"030","(都道府県)_福井","001","気象被害_冷害_被害面積","ha","－"
"030","(都道府県)_福井","002","気象被害_冷害_被害量","ｔ","－"
"030","(都道府県)_福井","003","気象被害_冷害_被害率_実数","％","－"
"030","(都道府県)_福井","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"030","(都道府県)_福井","005","気象被害_日照不足_被害面積","ha","7500"
"030","(都道府県)_福井","006","気象被害_日照不足_被害量","ｔ","920"
"030","(都道府県)_福井","007","気象被害_日照不足_被害率_実数","％","0.7"
"030","(都道府県)_福井","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.3"
"030","(都道府県)_福井","009","気象被害_高温障害_被害面積","ha","3650"
"030","(都道府県)_福井","010","気象被害_高温障害_被害量","ｔ","480"
"030","(都道府県)_福井","011","気象被害_高温障害_被害率_実数","％","0.4"
"030","(都道府県)_福井","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"030","(都道府県)_福井","013","病害_いもち病_被害面積","ha","3740"
"030","(都道府県)_福井","014","病害_いもち病_被害量","ｔ","670"
"030","(都道府県)_福井","015","病害_いもち病_被害率_実数","％","0.5"
"030","(都道府県)_福井","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"030","(都道府県)_福井","017","虫害_ウンカ_被害面積","ha","520"
"030","(都道府県)_福井","018","虫害_ウンカ_被害量","ｔ","26"
"030","(都道府県)_福井","019","虫害_ウンカ_被害率_実数","％","0.0"
"030","(都道府県)_福井","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"030","(都道府県)_福井","021","虫害_カメムシ_被害面積","ha","5100"
"030","(都道府県)_福井","022","虫害_カメムシ_被害量","ｔ","210"
"030","(都道府県)_福井","023","虫害_カメムシ_被害率_実数","％","0.2"
"030","(都道府県)_福井","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"031","(都道府県)_山梨","001","気象被害_冷害_被害面積","ha","420"
"031","(都道府県)_山梨","002","気象被害_冷害_被害量","ｔ","180"
"031","(都道府県)_山梨","003","気象被害_冷害_被害率_実数","％","0.7"
"031","(都道府県)_山梨","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"031","(都道府県)_山梨","005","気象被害_日照不足_被害面積","ha","2200"
"031","(都道府県)_山梨","006","気象被害_日照不足_被害量","ｔ","370"
"031","(都道府県)_山梨","007","気象被害_日照不足_被害率_実数","％","1.4"
"031","(都道府県)_山梨","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.3"
"031","(都道府県)_山梨","009","気象被害_高温障害_被害面積","ha","1990"
"031","(都道府県)_山梨","010","気象被害_高温障害_被害量","ｔ","330"
"031","(都道府県)_山梨","011","気象被害_高温障害_被害率_実数","％","1.2"
"031","(都道府県)_山梨","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.3"
"031","(都道府県)_山梨","013","病害_いもち病_被害面積","ha","1050"
"031","(都道府県)_山梨","014","病害_いもち病_被害量","ｔ","500"
"031","(都道府県)_山梨","015","病害_いもち病_被害率_実数","％","1.9"
"031","(都道府県)_山梨","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"031","(都道府県)_山梨","017","虫害_ウンカ_被害面積","ha","140"
"031","(都道府県)_山梨","018","虫害_ウンカ_被害量","ｔ","25"
"031","(都道府県)_山梨","019","虫害_ウンカ_被害率_実数","％","0.1"
"031","(都道府県)_山梨","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"031","(都道府県)_山梨","021","虫害_カメムシ_被害面積","ha","230"
"031","(都道府県)_山梨","022","虫害_カメムシ_被害量","ｔ","42"
"031","(都道府県)_山梨","023","虫害_カメムシ_被害率_実数","％","0.2"
"031","(都道府県)_山梨","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"032","(都道府県)_長野","001","気象被害_冷害_被害面積","ha","7440"
"032","(都道府県)_長野","002","気象被害_冷害_被害量","ｔ","2910"
"032","(都道府県)_長野","003","気象被害_冷害_被害率_実数","％","1.5"
"032","(都道府県)_長野","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.5"
"032","(都道府県)_長野","005","気象被害_日照不足_被害面積","ha","23900"
"032","(都道府県)_長野","006","気象被害_日照不足_被害量","ｔ","5560"
"032","(都道府県)_長野","007","気象被害_日照不足_被害率_実数","％","2.8"
"032","(都道府県)_長野","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.4"
"032","(都道府県)_長野","009","気象被害_高温障害_被害面積","ha","7950"
"032","(都道府県)_長野","010","気象被害_高温障害_被害量","ｔ","1090"
"032","(都道府県)_長野","011","気象被害_高温障害_被害率_実数","％","0.6"
"032","(都道府県)_長野","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"032","(都道府県)_長野","013","病害_いもち病_被害面積","ha","11100"
"032","(都道府県)_長野","014","病害_いもち病_被害量","ｔ","2970"
"032","(都道府県)_長野","015","病害_いもち病_被害率_実数","％","1.5"
"032","(都道府県)_長野","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.8"
"032","(都道府県)_長野","017","虫害_ウンカ_被害面積","ha","3000"
"032","(都道府県)_長野","018","虫害_ウンカ_被害量","ｔ","100"
"032","(都道府県)_長野","019","虫害_ウンカ_被害率_実数","％","0.1"
"032","(都道府県)_長野","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"032","(都道府県)_長野","021","虫害_カメムシ_被害面積","ha","2800"
"032","(都道府県)_長野","022","虫害_カメムシ_被害量","ｔ","500"
"032","(都道府県)_長野","023","虫害_カメムシ_被害率_実数","％","0.3"
"032","(都道府県)_長野","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"033","(都道府県)_岐阜","001","気象被害_冷害_被害面積","ha","－"
"033","(都道府県)_岐阜","002","気象被害_冷害_被害量","ｔ","－"
"033","(都道府県)_岐阜","003","気象被害_冷害_被害率_実数","％","－"
"033","(都道府県)_岐阜","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"033","(都道府県)_岐阜","005","気象被害_日照不足_被害面積","ha","19300"
"033","(都道府県)_岐阜","006","気象被害_日照不足_被害量","ｔ","3180"
"033","(都道府県)_岐阜","007","気象被害_日照不足_被害率_実数","％","2.9"
"033","(都道府県)_岐阜","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.5"
"033","(都道府県)_岐阜","009","気象被害_高温障害_被害面積","ha","8480"
"033","(都道府県)_岐阜","010","気象被害_高温障害_被害量","ｔ","669"
"033","(都道府県)_岐阜","011","気象被害_高温障害_被害率_実数","％","0.6"
"033","(都道府県)_岐阜","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"033","(都道府県)_岐阜","013","病害_いもち病_被害面積","ha","6000"
"033","(都道府県)_岐阜","014","病害_いもち病_被害量","ｔ","1900"
"033","(都道府県)_岐阜","015","病害_いもち病_被害率_実数","％","1.7"
"033","(都道府県)_岐阜","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"033","(都道府県)_岐阜","017","虫害_ウンカ_被害面積","ha","2420"
"033","(都道府県)_岐阜","018","虫害_ウンカ_被害量","ｔ","692"
"033","(都道府県)_岐阜","019","虫害_ウンカ_被害率_実数","％","0.6"
"033","(都道府県)_岐阜","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"033","(都道府県)_岐阜","021","虫害_カメムシ_被害面積","ha","6070"
"033","(都道府県)_岐阜","022","虫害_カメムシ_被害量","ｔ","921"
"033","(都道府県)_岐阜","023","虫害_カメムシ_被害率_実数","％","0.8"
"033","(都道府県)_岐阜","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"034","(都道府県)_静岡","001","気象被害_冷害_被害面積","ha","146"
"034","(都道府県)_静岡","002","気象被害_冷害_被害量","ｔ","49"
"034","(都道府県)_静岡","003","気象被害_冷害_被害率_実数","％","0.1"
"034","(都道府県)_静岡","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"034","(都道府県)_静岡","005","気象被害_日照不足_被害面積","ha","7640"
"034","(都道府県)_静岡","006","気象被害_日照不足_被害量","ｔ","3050"
"034","(都道府県)_静岡","007","気象被害_日照不足_被害率_実数","％","3.8"
"034","(都道府県)_静岡","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.5"
"034","(都道府県)_静岡","009","気象被害_高温障害_被害面積","ha","14900"
"034","(都道府県)_静岡","010","気象被害_高温障害_被害量","ｔ","2340"
"034","(都道府県)_静岡","011","気象被害_高温障害_被害率_実数","％","2.9"
"034","(都道府県)_静岡","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","1.1"
"034","(都道府県)_静岡","013","病害_いもち病_被害面積","ha","2970"
"034","(都道府県)_静岡","014","病害_いもち病_被害量","ｔ","689"
"034","(都道府県)_静岡","015","病害_いもち病_被害率_実数","％","0.9"
"034","(都道府県)_静岡","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"034","(都道府県)_静岡","017","虫害_ウンカ_被害面積","ha","4110"
"034","(都道府県)_静岡","018","虫害_ウンカ_被害量","ｔ","4100"
"034","(都道府県)_静岡","019","虫害_ウンカ_被害率_実数","％","5.1"
"034","(都道府県)_静岡","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","3.9"
"034","(都道府県)_静岡","021","虫害_カメムシ_被害面積","ha","3630"
"034","(都道府県)_静岡","022","虫害_カメムシ_被害量","ｔ","428"
"034","(都道府県)_静岡","023","虫害_カメムシ_被害率_実数","％","0.5"
"034","(都道府県)_静岡","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"035","(都道府県)_愛知","001","気象被害_冷害_被害面積","ha","－"
"035","(都道府県)_愛知","002","気象被害_冷害_被害量","ｔ","－"
"035","(都道府県)_愛知","003","気象被害_冷害_被害率_実数","％","－"
"035","(都道府県)_愛知","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"035","(都道府県)_愛知","005","気象被害_日照不足_被害面積","ha","27400"
"035","(都道府県)_愛知","006","気象被害_日照不足_被害量","ｔ","4080"
"035","(都道府県)_愛知","007","気象被害_日照不足_被害率_実数","％","2.9"
"035","(都道府県)_愛知","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"035","(都道府県)_愛知","009","気象被害_高温障害_被害面積","ha","8140"
"035","(都道府県)_愛知","010","気象被害_高温障害_被害量","ｔ","625"
"035","(都道府県)_愛知","011","気象被害_高温障害_被害率_実数","％","0.4"
"035","(都道府県)_愛知","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.5"
"035","(都道府県)_愛知","013","病害_いもち病_被害面積","ha","6150"
"035","(都道府県)_愛知","014","病害_いもち病_被害量","ｔ","1080"
"035","(都道府県)_愛知","015","病害_いもち病_被害率_実数","％","0.8"
"035","(都道府県)_愛知","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.4"
"035","(都道府県)_愛知","017","虫害_ウンカ_被害面積","ha","4100"
"035","(都道府県)_愛知","018","虫害_ウンカ_被害量","ｔ","4140"
"035","(都道府県)_愛知","019","虫害_ウンカ_被害率_実数","％","3.0"
"035","(都道府県)_愛知","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","2.9"
"035","(都道府県)_愛知","021","虫害_カメムシ_被害面積","ha","4970"
"035","(都道府県)_愛知","022","虫害_カメムシ_被害量","ｔ","353"
"035","(都道府県)_愛知","023","虫害_カメムシ_被害率_実数","％","0.3"
"035","(都道府県)_愛知","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"036","(都道府県)_三重","001","気象被害_冷害_被害面積","ha","－"
"036","(都道府県)_三重","002","気象被害_冷害_被害量","ｔ","－"
"036","(都道府県)_三重","003","気象被害_冷害_被害率_実数","％","－"
"036","(都道府県)_三重","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"036","(都道府県)_三重","005","気象被害_日照不足_被害面積","ha","27100"
"036","(都道府県)_三重","006","気象被害_日照不足_被害量","ｔ","5430"
"036","(都道府県)_三重","007","気象被害_日照不足_被害率_実数","％","4.0"
"036","(都道府県)_三重","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.3"
"036","(都道府県)_三重","009","気象被害_高温障害_被害面積","ha","21800"
"036","(都道府県)_三重","010","気象被害_高温障害_被害量","ｔ","2650"
"036","(都道府県)_三重","011","気象被害_高温障害_被害率_実数","％","2.0"
"036","(都道府県)_三重","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","2.0"
"036","(都道府県)_三重","013","病害_いもち病_被害面積","ha","6390"
"036","(都道府県)_三重","014","病害_いもち病_被害量","ｔ","1200"
"036","(都道府県)_三重","015","病害_いもち病_被害率_実数","％","0.9"
"036","(都道府県)_三重","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"036","(都道府県)_三重","017","虫害_ウンカ_被害面積","ha","910"
"036","(都道府県)_三重","018","虫害_ウンカ_被害量","ｔ","142"
"036","(都道府県)_三重","019","虫害_ウンカ_被害率_実数","％","0.1"
"036","(都道府県)_三重","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"036","(都道府県)_三重","021","虫害_カメムシ_被害面積","ha","5600"
"036","(都道府県)_三重","022","虫害_カメムシ_被害量","ｔ","903"
"036","(都道府県)_三重","023","虫害_カメムシ_被害率_実数","％","0.7"
"036","(都道府県)_三重","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"037","(都道府県)_滋賀","001","気象被害_冷害_被害面積","ha","－"
"037","(都道府県)_滋賀","002","気象被害_冷害_被害量","ｔ","－"
"037","(都道府県)_滋賀","003","気象被害_冷害_被害率_実数","％","－"
"037","(都道府県)_滋賀","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"037","(都道府県)_滋賀","005","気象被害_日照不足_被害面積","ha","12700"
"037","(都道府県)_滋賀","006","気象被害_日照不足_被害量","ｔ","3880"
"037","(都道府県)_滋賀","007","気象被害_日照不足_被害率_実数","％","2.4"
"037","(都道府県)_滋賀","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"037","(都道府県)_滋賀","009","気象被害_高温障害_被害面積","ha","10200"
"037","(都道府県)_滋賀","010","気象被害_高温障害_被害量","ｔ","1670"
"037","(都道府県)_滋賀","011","気象被害_高温障害_被害率_実数","％","1.0"
"037","(都道府県)_滋賀","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"037","(都道府県)_滋賀","013","病害_いもち病_被害面積","ha","7200"
"037","(都道府県)_滋賀","014","病害_いもち病_被害量","ｔ","1850"
"037","(都道府県)_滋賀","015","病害_いもち病_被害率_実数","％","1.1"
"037","(都道府県)_滋賀","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"037","(都道府県)_滋賀","017","虫害_ウンカ_被害面積","ha","4920"
"037","(都道府県)_滋賀","018","虫害_ウンカ_被害量","ｔ","977"
"037","(都道府県)_滋賀","019","虫害_ウンカ_被害率_実数","％","0.6"
"037","(都道府県)_滋賀","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"037","(都道府県)_滋賀","021","虫害_カメムシ_被害面積","ha","3090"
"037","(都道府県)_滋賀","022","虫害_カメムシ_被害量","ｔ","214"
"037","(都道府県)_滋賀","023","虫害_カメムシ_被害率_実数","％","0.1"
"037","(都道府県)_滋賀","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"038","(都道府県)_京都","001","気象被害_冷害_被害面積","ha","－"
"038","(都道府県)_京都","002","気象被害_冷害_被害量","ｔ","－"
"038","(都道府県)_京都","003","気象被害_冷害_被害率_実数","％","－"
"038","(都道府県)_京都","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"038","(都道府県)_京都","005","気象被害_日照不足_被害面積","ha","14300"
"038","(都道府県)_京都","006","気象被害_日照不足_被害量","ｔ","2010"
"038","(都道府県)_京都","007","気象被害_日照不足_被害率_実数","％","2.7"
"038","(都道府県)_京都","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"038","(都道府県)_京都","009","気象被害_高温障害_被害面積","ha","3580"
"038","(都道府県)_京都","010","気象被害_高温障害_被害量","ｔ","394"
"038","(都道府県)_京都","011","気象被害_高温障害_被害率_実数","％","0.5"
"038","(都道府県)_京都","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"038","(都道府県)_京都","013","病害_いもち病_被害面積","ha","430"
"038","(都道府県)_京都","014","病害_いもち病_被害量","ｔ","43"
"038","(都道府県)_京都","015","病害_いもち病_被害率_実数","％","0.1"
"038","(都道府県)_京都","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"038","(都道府県)_京都","017","虫害_ウンカ_被害面積","ha","1010"
"038","(都道府県)_京都","018","虫害_ウンカ_被害量","ｔ","354"
"038","(都道府県)_京都","019","虫害_ウンカ_被害率_実数","％","0.5"
"038","(都道府県)_京都","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.3"
"038","(都道府県)_京都","021","虫害_カメムシ_被害面積","ha","1150"
"038","(都道府県)_京都","022","虫害_カメムシ_被害量","ｔ","138"
"038","(都道府県)_京都","023","虫害_カメムシ_被害率_実数","％","0.2"
"038","(都道府県)_京都","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"039","(都道府県)_大阪","001","気象被害_冷害_被害面積","ha","－"
"039","(都道府県)_大阪","002","気象被害_冷害_被害量","ｔ","－"
"039","(都道府県)_大阪","003","気象被害_冷害_被害率_実数","％","－"
"039","(都道府県)_大阪","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"039","(都道府県)_大阪","005","気象被害_日照不足_被害面積","ha","2540"
"039","(都道府県)_大阪","006","気象被害_日照不足_被害量","ｔ","150"
"039","(都道府県)_大阪","007","気象被害_日照不足_被害率_実数","％","0.6"
"039","(都道府県)_大阪","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.7"
"039","(都道府県)_大阪","009","気象被害_高温障害_被害面積","ha","460"
"039","(都道府県)_大阪","010","気象被害_高温障害_被害量","ｔ","25"
"039","(都道府県)_大阪","011","気象被害_高温障害_被害率_実数","％","0.1"
"039","(都道府県)_大阪","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"039","(都道府県)_大阪","013","病害_いもち病_被害面積","ha","600"
"039","(都道府県)_大阪","014","病害_いもち病_被害量","ｔ","300"
"039","(都道府県)_大阪","015","病害_いもち病_被害率_実数","％","1.3"
"039","(都道府県)_大阪","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"039","(都道府県)_大阪","017","虫害_ウンカ_被害面積","ha","2200"
"039","(都道府県)_大阪","018","虫害_ウンカ_被害量","ｔ","1400"
"039","(都道府県)_大阪","019","虫害_ウンカ_被害率_実数","％","6.0"
"039","(都道府県)_大阪","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","4.3"
"039","(都道府県)_大阪","021","虫害_カメムシ_被害面積","ha","250"
"039","(都道府県)_大阪","022","虫害_カメムシ_被害量","ｔ","32"
"039","(都道府県)_大阪","023","虫害_カメムシ_被害率_実数","％","0.1"
"039","(都道府県)_大阪","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"040","(都道府県)_兵庫","001","気象被害_冷害_被害面積","ha","－"
"040","(都道府県)_兵庫","002","気象被害_冷害_被害量","ｔ","－"
"040","(都道府県)_兵庫","003","気象被害_冷害_被害率_実数","％","－"
"040","(都道府県)_兵庫","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"040","(都道府県)_兵庫","005","気象被害_日照不足_被害面積","ha","31100"
"040","(都道府県)_兵庫","006","気象被害_日照不足_被害量","ｔ","5450"
"040","(都道府県)_兵庫","007","気象被害_日照不足_被害率_実数","％","3.0"
"040","(都道府県)_兵庫","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.3"
"040","(都道府県)_兵庫","009","気象被害_高温障害_被害面積","ha","22000"
"040","(都道府県)_兵庫","010","気象被害_高温障害_被害量","ｔ","3130"
"040","(都道府県)_兵庫","011","気象被害_高温障害_被害率_実数","％","1.7"
"040","(都道府県)_兵庫","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"040","(都道府県)_兵庫","013","病害_いもち病_被害面積","ha","4660"
"040","(都道府県)_兵庫","014","病害_いもち病_被害量","ｔ","650"
"040","(都道府県)_兵庫","015","病害_いもち病_被害率_実数","％","0.4"
"040","(都道府県)_兵庫","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"040","(都道府県)_兵庫","017","虫害_ウンカ_被害面積","ha","7100"
"040","(都道府県)_兵庫","018","虫害_ウンカ_被害量","ｔ","3770"
"040","(都道府県)_兵庫","019","虫害_ウンカ_被害率_実数","％","2.1"
"040","(都道府県)_兵庫","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","1.9"
"040","(都道府県)_兵庫","021","虫害_カメムシ_被害面積","ha","5930"
"040","(都道府県)_兵庫","022","虫害_カメムシ_被害量","ｔ","1110"
"040","(都道府県)_兵庫","023","虫害_カメムシ_被害率_実数","％","0.6"
"040","(都道府県)_兵庫","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"041","(都道府県)_奈良","001","気象被害_冷害_被害面積","ha","－"
"041","(都道府県)_奈良","002","気象被害_冷害_被害量","ｔ","－"
"041","(都道府県)_奈良","003","気象被害_冷害_被害率_実数","％","－"
"041","(都道府県)_奈良","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"041","(都道府県)_奈良","005","気象被害_日照不足_被害面積","ha","5390"
"041","(都道府県)_奈良","006","気象被害_日照不足_被害量","ｔ","350"
"041","(都道府県)_奈良","007","気象被害_日照不足_被害率_実数","％","0.8"
"041","(都道府県)_奈良","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"041","(都道府県)_奈良","009","気象被害_高温障害_被害面積","ha","400"
"041","(都道府県)_奈良","010","気象被害_高温障害_被害量","ｔ","40"
"041","(都道府県)_奈良","011","気象被害_高温障害_被害率_実数","％","0.1"
